,title,rating,date,categorie,comments,sentiment,aspect_opinion
8631,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",4,2018-11-29,Women’s fashion,Good delivery speed,Positive,speed: Good
8632,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-12-01,Women’s fashion,The quality of the product is very good. Very fast delivery.,Positive,quality: good; delivery: fast
8633,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-11-22,Women’s fashion,The quality of the product is very good.,Positive,quality: good
8634,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2019-04-25,Women’s fashion,Put very well. Borderless.,Positive,product: Borderless
8635,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",4,2018-09-26,Women’s fashion,Waiting for the product for a long time. Good value Good product quality Good delivery speed,Positive,product: Good; delivery: Good
8636,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-11-02,Women’s fashion,Fair value Very good value,Positive,value: good
8637,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",1,2019-04-17,Women’s fashion,Incomplete delivery Inquire and not answer,Neutral,delivery: Incomplete
8638,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-07,Women’s fashion,The quality of the product is very good.,Positive,quality: good
8639,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-10-23,Women’s fashion,The quality of the product is very good.,Positive,quality: good
8640,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-10-23,Women’s fashion,The quality of the product is very good.,Positive,quality: good
8641,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-10-23,Women’s fashion,The quality of the product is very good.,Positive,quality: good
8642,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-10-23,Women’s fashion,The quality of the product is very good.,Positive,quality: good
8643,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",1,2018-10-06,Women’s fashion,Very fast delivery.,Neutral,delivery: fast
8644,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",1,2018-10-06,Women’s fashion,Very fast delivery.,Neutral,delivery: fast
8645,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2019-02-08,Women’s fashion,Wear comfortable with ด้วย,Positive,
8646,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-12-02,Women’s fashion,Very good value Very fast delivery.,Positive,delivery: fast
8647,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",4,2018-11-08,Women’s fashion,Good value,Positive,value: Good
8648,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",4,2018-11-08,Women’s fashion,Good value,Positive,value: Good
8649,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",4,2018-11-08,Women’s fashion,Good value,Positive,value: Good
8650,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",4,2018-11-08,Women’s fashion,Good value,Positive,value: Good
8651,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",4,2018-09-05,Women’s fashion,Good product quality Good value but not wrong,Positive,product: Good; value: Good wrong
8652,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",3,2018-09-25,Women’s fashion,Fair product quality,Positive,quality: Fair
8653,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",3,2018-09-25,Women’s fashion,Fair product quality,Positive,quality: Fair
8654,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-10-12,Women’s fashion,Very good value,Positive,value: good
8655,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-10-12,Women’s fashion,Very good value,Positive,value: good
8656,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-10-12,Women’s fashion,Very good value,Positive,value: good
8657,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-10-12,Women’s fashion,Very good value,Positive,value: good
8658,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-10-12,Women’s fashion,Very good value,Positive,value: good
8659,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-10-12,Women’s fashion,Very good value,Positive,value: good
8660,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2019-06-17,Women’s fashion,Right and good,Positive,
8661,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",1,2018-11-17,Women’s fashion,The color does not match the selected one.,Neutral,color: not
8662,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",3,2018-09-26,Women’s fashion,Fast delivery speed,Neutral,delivery: Fast
8663,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-08-20,Women’s fashion,The quality of the product is very good. Very good value Very fast delivery.,Positive,quality: good; delivery: fast
8664,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-10-11,Women’s fashion,The quality of the product is very good. Very good value,Positive,quality: good; value: good
8665,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-10-11,Women’s fashion,The quality of the product is very good. Very good value,Positive,quality: good; value: good
8666,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-10-11,Women’s fashion,The quality of the product is very good. Very good value,Positive,quality: good; value: good
8667,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-10-11,Women’s fashion,The quality of the product is very good. Very good value,Positive,quality: good; value: good
8668,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",4,2018-09-29,Women’s fashion,Good fabric delivered slowly but surely,Positive,fabric: Good
8669,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",4,2018-09-21,Women’s fashion,Good product quality Good value Good product quality,Positive,product: Good; value: Good; product: Good
8670,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",4,2018-09-21,Women’s fashion,Good product quality Good product quality Good value,Positive,product: Good; product: Good; value: Good
8671,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-18,Women’s fashion,The quality of the product is very good. Very fast delivery.,Positive,quality: good; delivery: fast
8672,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",1,2018-09-07,Women’s fashion,Can't buy it. No flexibility at all.,Positive,
8673,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",4,2018-10-08,Women’s fashion,Like it. Good value.,Positive,value: Good
8674,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-18,Women’s fashion,The quality of the product is very good.,Positive,quality: good
8675,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-24,Women’s fashion,The quality of the product is very good.,Positive,quality: good
8676,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",1,2018-09-25,Women’s fashion,"Long descent, I just think of IMPACT's foreign country. Okra products, but the delivery time is longer than 10 days ..",Neutral,descent: Long
8677,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",4,2019-07-07,Women’s fashion,There is one rubber. It doesn't stretch. Can not wear.,Neutral,
8678,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-08,Women’s fashion,Very fast delivery. Very good value,Positive,delivery: fast; value: good
8679,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",1,2019-03-18,Women’s fashion,The worst shop,Negative,shop: worst
8680,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",4,2018-10-05,Women’s fashion,Good product quality,Positive,quality: Good
8681,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",4,2018-10-05,Women’s fashion,Good product quality,Positive,quality: Good
8682,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",4,2018-10-05,Women’s fashion,Good product quality,Positive,quality: Good
8683,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",4,2018-10-05,Women’s fashion,Good product quality,Positive,quality: Good
8684,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",4,2018-10-05,Women’s fashion,Good product quality,Positive,quality: Good
8685,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-11-29,Women’s fashion,The quality of the product is very good. Very good value,Positive,quality: good; value: good
8686,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-11-29,Women’s fashion,The quality of the product is very good. Very good value,Positive,quality: good; value: good
8687,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-11-29,Women’s fashion,The quality of the product is very good. Very good value,Positive,quality: good; value: good
8688,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-18,Women’s fashion,Very good value,Positive,value: good
8689,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-18,Women’s fashion,Very good value,Positive,value: good
8690,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-11-02,Women’s fashion,Very good value,Positive,value: good
8691,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-11-02,Women’s fashion,Very good value,Positive,value: good
8692,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-11-02,Women’s fashion,Very good value,Positive,value: good
8693,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-11-02,Women’s fashion,Very good value,Positive,value: good
8694,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-11-02,Women’s fashion,Very good value,Positive,value: good
8695,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-11-02,Women’s fashion,Very good value,Positive,value: good
8696,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-11-02,Women’s fashion,Very good value,Positive,value: good
8697,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-11-02,Women’s fashion,Very good value,Positive,value: good
8698,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-11-21,Women’s fashion,Very good value,Positive,value: good
8699,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-11-21,Women’s fashion,Very good value,Positive,value: good
8700,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",4,2018-09-23,Women’s fashion,Fair value,Positive,value: Fair
8701,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-12-01,Women’s fashion,Very fast delivery.,Neutral,delivery: fast
8702,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",3,2019-05-17,Women’s fashion,High pants are not as high as in the picture. Just higher than the bikini line,Neutral,pants: not high; pants: High; product: higher
8703,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",3,2019-07-04,Women’s fashion,late,Neutral,
8704,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",4,2018-09-01,Women’s fashion,Good value,Positive,value: Good
8705,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",4,2018-09-01,Women’s fashion,Good value,Positive,value: Good
8706,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",4,2018-09-01,Women’s fashion,Good value,Positive,value: Good
8707,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",4,2018-09-01,Women’s fashion,Good value,Positive,value: Good
8708,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",4,2018-09-01,Women’s fashion,Good value,Positive,value: Good
8709,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",4,2018-09-01,Women’s fashion,Good value,Positive,value: Good
8710,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",4,2018-08-17,Women’s fashion,Good delivery speed,Positive,speed: Good
8711,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",4,2018-08-17,Women’s fashion,Good delivery speed,Positive,speed: Good
8712,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",4,2018-08-17,Women’s fashion,Good delivery speed,Positive,speed: Good
8713,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",4,2018-08-17,Women’s fashion,Good delivery speed,Positive,speed: Good
8714,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",4,2018-08-17,Women’s fashion,Good delivery speed,Positive,speed: Good
8715,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",3,2018-12-14,Women’s fashion,"Underwear is a side edge embossed with a sewing machine Unlike his previous purchases, he would have gone all out.",Neutral,
8716,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",3,2019-01-06,Women’s fashion,The fabric is very soft. Smaller than I thought. Send very slowly.,Neutral,fabric: soft; product: Smaller
8717,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",1,2018-11-17,Women’s fashion,Color does not match,Neutral,Color: not
8718,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-10-07,Women’s fashion,The quality of the product is very good. Very good value Very fast delivery. The service from the shop is very good. The service provided by the shipping company is very good.,Positive,quality: good; delivery: fast; service: good; service: good
8719,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-10-07,Women’s fashion,The quality of the product is very good. Very good value Very fast delivery. The service from the shop is very good. The service provided by the shipping company is very good.,Positive,quality: good; delivery: fast; service: good; service: good
8720,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-10-04,Women’s fashion,The quality of the product is very good. Very good value Very fast delivery. The service from the shop is very good. The service provided by the shipping company is very good.,Positive,quality: good; delivery: fast; service: good; service: good
8721,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-10-05,Women’s fashion,The quality of the product is very good. Very good value Very fast delivery. The service from the shop is very good. The service provided by the shipping company is very good.,Positive,quality: good; delivery: fast; service: good; service: good
8722,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-10-14,Women’s fashion,The quality of the product is very good. Very good value Very fast delivery. The service from the shop is very good. The service provided by the shipping company is very good.,Positive,quality: good; delivery: fast; service: good; service: good
8723,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-10-14,Women’s fashion,The quality of the product is very good. Very good value Very fast delivery. The service from the shop is very good. The service provided by the shipping company is very good.,Positive,quality: good; delivery: fast; service: good; service: good
8724,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",4,2019-04-27,Women’s fashion,Soft cloth,Neutral,cloth: Soft
8725,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",3,2019-08-20,Women’s fashion,"Ordered 3 units, the size is not the same, and the delivery is very slow, 10 days to get the goods.",Neutral,size: not same; delivery: slow
8726,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",1,2018-12-12,Women’s fashion,Did not receive the product,Neutral,
8727,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",4,2018-09-21,Women’s fashion,Good product quality Good value,Positive,product: Good; value: Good
8728,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2019-07-05,Women’s fashion,"Nice and smooth fabric, no seams, cheap price. # Not a shill, buy Jing, put Jing.",Positive,product: smooth; price: cheap; shill: Not
8729,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",1,2018-09-08,Women’s fashion,"The quality of the product is very poor. The quality of the product is terrible, not stretched. Can not put on. The small ones can't be put on.",Negative,quality: poor; quality: terrible
8730,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",4,2018-11-22,Women’s fashion,Fair product quality Good product quality Good product quality Good value,Positive,product: Fair; product: Good; product: Good; value: Good
8731,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",4,2018-09-05,Women’s fashion,Good product quality Good delivery speed,Positive,product: Good; delivery: Good
8732,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",4,2018-09-05,Women’s fashion,Good product quality Good delivery speed,Positive,product: Good; delivery: Good
8733,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-24,Women’s fashion,Very good value,Positive,value: good
8734,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-24,Women’s fashion,Very good value,Positive,value: good
8735,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-12-01,Women’s fashion,Very good value,Positive,value: good
8736,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",4,2018-09-25,Women’s fashion,Very good value,Positive,value: good
8737,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",1,2018-09-21,Women’s fashion,"Very fast delivery. The service from the shop is terrible. Chat, not answering enough.",Negative,delivery: fast; service: terrible
8738,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",1,2018-09-24,Women’s fashion,The quality of the product is very poor.,Negative,quality: poor
8739,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",1,2018-09-24,Women’s fashion,The quality of the product is very poor.,Negative,quality: poor
8740,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",1,2018-09-24,Women’s fashion,The quality of the product is very poor.,Negative,quality: poor
8741,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2019-04-22,Women’s fashion,Very good,Positive,product: good
8742,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",3,2018-12-11,Women’s fashion,1 item of incomplete delivery,Neutral,
8743,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",4,2018-09-25,Women’s fashion,Good value,Positive,value: Good
8744,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",2,2018-09-06,Women’s fashion,The black body does not stretch.,Neutral,body: not; body: black
8745,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-25,Women’s fashion,The quality of the product is very good. Very good value Very fast delivery. The service from the shop is very good.,Positive,quality: good; delivery: fast; service: good
8746,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",3,2019-06-20,Women’s fashion,Send a bit late,Neutral,
8747,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",1,2018-09-27,Women’s fashion,Very fast delivery.,Neutral,delivery: fast
8748,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",2,2018-09-25,Women’s fashion,Poor delivery speed,Negative,speed: Poor
8749,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",3,2019-02-17,Women’s fashion,Thin fabric Normally it is smaller than other brands.,Neutral,fabric: Thin; product: smaller
8750,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",2,2019-06-08,Women’s fashion,"Beautiful, but the logo is not the same as in the picture. Good to understand. Must be taken.",Positive,product: Good
8751,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",4,2018-11-10,Women’s fashion,The quality of the product is very good.,Positive,quality: good
8752,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",3,2018-10-26,Women’s fashion,Fair product quality Fair product quality Fair value Fast delivery speed,Positive,quality: Fair; product: Fair; value: Fair; delivery: Fast
8753,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",3,2018-10-26,Women’s fashion,Fair product quality Fair product quality Fair value Fast delivery speed,Positive,quality: Fair; product: Fair; value: Fair; delivery: Fast
8754,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-08,Women’s fashion,The quality of the product is very good.,Positive,quality: good
8755,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-18,Women’s fashion,The quality of the product is very good.,Positive,quality: good
8756,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-18,Women’s fashion,The quality of the product is very good.,Positive,quality: good
8757,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",3,2018-10-08,Women’s fashion,Fair product quality,Positive,quality: Fair
8758,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",3,2018-10-08,Women’s fashion,Fair product quality,Positive,quality: Fair
8759,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",3,2018-10-08,Women’s fashion,Fair product quality,Positive,quality: Fair
8760,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",4,2019-02-12,Women’s fashion,Secretly small but comfortable,Positive,product: small; product: comfortable
8761,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",3,2019-08-19,Women’s fashion,Order 5 sizes of 3 size L pants. The size is not the same.,Neutral,size: not same
8762,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2019-07-08,Women’s fashion,"Wearing well, wearing comfortable, very like",Positive,
8763,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",1,2019-08-17,Women’s fashion,Wrong color,Negative,color: Wrong
8764,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-08,Women’s fashion,Very good value,Positive,value: good
8765,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-08,Women’s fashion,Very good value,Positive,value: good
8766,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",4,2018-11-28,Women’s fashion,Good value,Positive,value: Good
8767,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",1,2018-09-08,Women’s fashion,"The quality of the product is terrible, not stretched. Can not put on. The small ones can't be put on.",Negative,quality: terrible
8768,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-10-05,Women’s fashion,The quality of the product is very good. Very good value Very fast delivery. The service provided by the shipping company is very good.,Positive,quality: good; delivery: fast; service: good
8769,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-11-26,Women’s fashion,The quality of the product is very good. Very good value The service from the shop is very good. The service provided by the shipping company is very good.,Positive,quality: good; value: good; service: good; service: good
8770,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",2,2018-10-20,Women’s fashion,Fast delivery speed,Neutral,delivery: Fast
8771,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-10-09,Women’s fashion,The quality of the product is very good. Very good value The quality of the product is very good. The quality of the product is very good. Very good value,Positive,quality: good; value: good; quality: good; quality: good; value: good
8772,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",4,2019-03-11,Women’s fashion,"Sent a bit late, overall ok.",Positive,
8773,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-22,Women’s fashion,"Cheap, good fabric But delivered a little longer, probably according to the queue",Positive,fabric: Cheap good
8774,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-07,Women’s fashion,The quality of the product is very good. Very fast delivery.,Positive,quality: good; delivery: fast
8775,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",1,2019-02-12,Women’s fashion,Slowly Do not want to receive anything,Negative,
8776,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-22,Women’s fashion,"Cheap, good fabric But delivered a little longer, probably according to the queue",Positive,fabric: Cheap good
8777,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-22,Women’s fashion,"Cheap, good fabric But delivered a little longer, probably according to the queue",Positive,fabric: Cheap good
8778,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-22,Women’s fashion,"Cheap, good fabric But delivered a little longer, probably according to the queue",Positive,fabric: Cheap good
8779,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-22,Women’s fashion,"Cheap, good fabric But delivered a little longer, probably according to the queue",Positive,fabric: Cheap good
8780,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",2,2018-12-26,Women’s fashion,Really very slow delivery,Neutral,delivery: slow
8781,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",4,2018-09-05,Women’s fashion,Good product quality,Positive,quality: Good
8782,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",4,2018-09-05,Women’s fashion,Good product quality,Positive,quality: Good
8783,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2019-05-21,Women’s fashion,Very sensitive. Good product 😀😀😀,Positive,product: sensitive; product: Good
8784,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",4,2018-11-06,Women’s fashion,Thin but soft fabric with a reasonable price,Neutral,product: soft; fabric: Thin
8785,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",4,2018-11-06,Women’s fashion,Thin but soft fabric with a reasonable price,Neutral,product: soft; fabric: Thin
8786,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",4,2018-11-06,Women’s fashion,Thin but soft fabric with a reasonable price,Neutral,product: soft; fabric: Thin
8787,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",1,2018-10-05,Women’s fashion,The service from the shop is terrible. Ordered 3 items. Only 2 sent. Lost silence,Negative,service: terrible
8788,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",4,2018-11-25,Women’s fashion,"The quality of the product is good, but the delivery to the customer is slow.",Positive,quality: good; delivery: slow
8789,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2019-07-19,Women’s fashion,Good,Positive,product: Good
8790,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",3,2018-09-23,Women’s fashion,Fair value,Positive,value: Fair
8791,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",4,2018-09-25,Women’s fashion,Poor product quality Poor product quality Fair product quality Good product quality,Negative,product: Poor; product: Poor; product: Fair; product: Good
8792,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",3,2018-09-25,Women’s fashion,Fair product quality Fair product quality Fair product quality Fair product quality,Positive,quality: Fair; product: Fair; product: Fair; product: Fair
8793,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",3,2018-10-26,Women’s fashion,Fair product quality Fair value Fast delivery speed,Positive,product: Fair; value: Fair; delivery: Fast
8794,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",2,2018-09-18,Women’s fashion,Very slow delivery,Neutral,delivery: slow
8795,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",4,2019-08-20,Women’s fashion,Good product but slow delivery. Like to come again.,Positive,product: Good
8796,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",1,2018-09-24,Women’s fashion,Very fast delivery.,Neutral,delivery: fast
8797,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",4,2018-10-15,Women’s fashion,Send a bit late,Neutral,
8798,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-25,Women’s fashion,The quality of the product is very good. Very good value Very fast delivery.,Positive,quality: good; delivery: fast
8799,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",2,2018-10-09,Women’s fashion,Poor delivery speed,Negative,speed: Poor
8800,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",3,2019-06-07,Women’s fashion,"The product is good, but the good way is not to specify the parcel page, what products are very good, both size and color.",Positive,product: good; way: good; products: good; products: what
8801,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",4,2018-10-05,Women’s fashion,Good delivery speed,Positive,speed: Good
